Municipality or First Nation,Store Name,Address,Store Application Status
TILLSONBURG,Grand Cannabis,523 BROADWAY ST UNIT B,Authorized to Open
TILLSONBURG,HIGHLIFE CANNABIS TILLSONBURG,200 BROADWAY ST UNIT A1052,Authorized to Open
TILLSONBURG,The Underground,107F CONCESSION ST E,Authorized to Open
TILLSONBURG,True North Cannabis Co. ,110 BROADWAY ST,Authorized to Open
TIMMINS,Cannabis Jacks,1869 RIVERSIDE DR UNIT 1B,Authorized to Open
TIMMINS,Cannaverse,1500 RIVERSIDE DR UNIT 35B,Public Notice Period: Ended 2022/07/20
TIMMINS,CASA BLISS,82 THIRD AVE,Authorized to Open
TIMMINS,Inspired Cannabis,681 ALGONQUIN BLVD E,Public Notice Period: Ended 2021/06/02
TIMMINS,ROLL N ROCK CANNABIS CO.,993 RIVERSIDE DR,Authorized to Open
TIMMINS,Sessions Cannabis - Timmins,425 ALGONQUIN BLVD E UNIT 4,Authorized to Open
TIMMINS,True North Cannabis Co. ,211 CRAIG ST,Authorized to Open
TIMMINS,True North Cannabis Co. ,214 THIRD AVE,Authorized to Open
TORONTO,1922,120 SHERBOURNE ST,Authorized to Open
TORONTO,2758103 Ontario,900 KINGSTON RD,Public Notice Period: Ended 2021/07/29
TORONTO,6 of Spade,1278 DUNDAS ST W,Authorized to Open
TORONTO,Alphabud Cannabis Company (Sherbourne),114 SHERBOURNE ST,Authorized to Open
TORONTO,AMBROSIA,1605 QUEEN ST W UNIT 1,Authorized to Open
TORONTO,Bini Smokes,604 YONGE ST,Authorized to Open
TORONTO,Blackstar Cannabis,666 BURNHAMTHORPE RD UNIT C,Authorized to Open
TORONTO,BLUNT AND CHERRY,64 SPADINA AVE,Authorized to Open
TORONTO,BODEGA,198 OSSINGTON AVE,Authorized to Open
TORONTO,Body and Spirit Cannabis,361 YONGE ST,Authorized to Open
TORONTO,Bongbaba Cannabis Culture,940 BROADVIEW AVE SUITE 134,Public Notice Period: Ended 2021/09/03
TORONTO,Bonnefire,129 MUNRO ST,Authorized to Open
TORONTO,BONNEFIRE,244 QUEEN ST W,Authorized to Open
TORONTO,BUDSIDE,2430 DANFORTH AVE,Authorized to Open
TORONTO,Buzzed Buds,1562 QUEEN ST E,Authorized to Open
TORONTO,Buzzed Buds,3080 YONGE ST UNIT E,Authorized to Open
TORONTO,CABIN CANNABIS ,688 BLOOR ST W,Authorized to Open
TORONTO,CanaCulture Cannabis Store,914 EGLINTON AVE W,Authorized to Open
TORONTO,CANNA CABANA,698 QUEEN ST E,Authorized to Open
TORONTO,Canna Cabana,170 NORTH QUEEN ST UNIT C1,Authorized to Open
TORONTO,CANNA CABANA,720 KING ST W UNIT 155,Authorized to Open
TORONTO,Canna Cabana,79 FRONT ST E,Authorized to Open
TORONTO,Canna Cabana,435B YONGE ST,Authorized to Open
TORONTO,Canna Cabana,8 WELLESLEY ST E SUITE 103,In Progress
TORONTO,Canna Cabana Toronto,433 PARLIAMENT ST,Authorized to Open
TORONTO,Canna North Cannabis Store,117 YONGE ST,Authorized to Open
TORONTO,Canna Savanna,1149 QUEEN ST W,Authorized to Open
TORONTO,Cannabis Camel,62-66 OVERLEA BLVD UNIT 11,In Progress
TORONTO,Cannabis Hut ,699 COXWELL AVE UNIT G01 & G02,Authorized to Open
TORONTO,Cannaverse,442 QUEEN ST W,Authorized to Open
TORONTO,CANNAVERSE,424 BLOOR ST W,Public Notice Period: Ended 2021/02/01
TORONTO,Cantopia Cannabis Co.,1245 DUPONT ST UNIT 4,Authorized to Open
TORONTO,Canvas Cannabis,730 DANFORTH AVE SUITE 1,Authorized to Open
TORONTO,Canvas Cannabis,171 EAST LIBERTY ST SUITE 145,Authorized to Open
TORONTO,CANVAS CANNABIS ,94 HARBORD ST,Authorized to Open
TORONTO,Canyon Cannabis,1864 QUEEN ST E,Authorized to Open
TORONTO,Century Cannabis,288 ADELAIDE ST. W. ,Authorized to Open
TORONTO,CERENIBIS CANADA,2225 QUEEN ST E,Authorized to Open
TORONTO,Civilian House of Cannabis,734 QUEEN ST W,Authorized to Open
TORONTO,Civilian House of Cannabis ,71 FRONT ST E,Authorized to Open
TORONTO,COLLEGE STREET CANNABIS,966 COLLEGE ST,Authorized to Open
TORONTO,Cookies,278A QUEEN ST W,Authorized to Open
TORONTO,Cosmic Charlie's,821 QUEEN ST W,Authorized to Open
TORONTO,COSMO CANNA,613 DUPONT ST UNIT 1,Authorized to Open
TORONTO,Cumberland Cannabis,20 CUMBERLAND ST,Authorized to Open
TORONTO,D-SE OF DOPE,620 YONGE ST,Authorized to Open
TORONTO,Davenport Leaf,139 DUPONT ST,Authorized to Open
TORONTO,DAY 'N' NITE CANNABIS,407B BLOOR ST E,Authorized to Open
TORONTO,Divine Flower,5 CHARLES ST W,Authorized to Open
TORONTO,Dolly's Cannabis,1105 BATHURST ST,Authorized to Open
TORONTO,Dutch Love Cannabis,1316 KING ST W,Authorized to Open
TORONTO,Edition X,270 DUPONT ST,Authorized to Open
TORONTO,Edition X,764 ST CLAIR AVE W,Authorized to Open
TORONTO,Erbn Green,3244 YONGE ST,Authorized to Open
TORONTO,ERBN GREEN,842 DUNDAS ST W,Authorized to Open
TORONTO,Fika Canary,430 FRONT ST E UNIT 15A,Authorized to Open
TORONTO,FIKA Cannabis,65 FRONT ST W UNIT 405,Authorized to Open
TORONTO,Fika Distillery,49 TANK HOUSE LANE,Authorized to Open
TORONTO,FIKA LOCAL CANNABIS,1025 LAKE SHORE BLVD E UNIT 11,Authorized to Open
TORONTO,Fika Local Dufferin Mall,900 DUFFERIN ST UNIT 38,Authorized to Open
TORONTO,Fika Local Fairview Mall,1800 SHEPPARD AVE E UNIT 1047,Authorized to Open
TORONTO,Fire & Flower Cannabis Co.,4 BROCK AVE,Authorized to Open
TORONTO,FIRE & FLOWER CANNABIS CO.,1980 ST CLAIR AVE W F108,Authorized to Open
TORONTO,Flower Pot,1006 DUNDAS ST W,Authorized to Open
TORONTO,Fogtown Flower,2152 YONGE ST,Authorized to Open
TORONTO,FOREVER BUDS,722 COLLEGE ST UNIT 1,Authorized to Open
TORONTO,FRIENDLY STRANGER,501 CHURCH ST UNIT 4B,Authorized to Open
TORONTO,Friendly Stranger Danforth,283 DANFORTH AVE MAIN FLOOR,Authorized to Open
TORONTO,garden of Eden cannabis ,1744 JANE STREET,Authorized to Open
TORONTO,Giggles Cannabis Company,1026 QUEEN ST E,Authorized to Open
TORONTO,Grandma's Cannabis,440 ADELAIDE ST E,Authorized to Open
TORONTO,GREEN MERCHANT A CANNABIS BOUTIQUE,294 DANFORTH AVE,Authorized to Open
TORONTO,GREEN MERCHANT A CANNABIS BOUTIQUE,640 YONGE ST,Authorized to Open
TORONTO,GREEN MERCHANT A CANNABIS BOUTIQUE,139 JEFFERSON AVE UNIT G,Authorized to Open
TORONTO,Green Merchant Cannabis Boutique,1077 BLOOR ST W,Authorized to Open
TORONTO,GREEN VIBE CANNABIS,461 BLOOR ST W,Authorized to Open
TORONTO,GreenPort,686 COLLEGE ST,Authorized to Open
TORONTO,Growers Retail,2620 DANFORTH AVE,Authorized to Open
TORONTO,GROWERS RETAIL,492 PARLIAMENT ST,Authorized to Open
TORONTO,Growers Retail Bloor,1239 BLOOR ST W,Authorized to Open
TORONTO,Harbourfront Cannabis,10 YONGE ST,Authorized to Open
TORONTO,HEMISPHERE CANNABIS CO.,65 FRONT ST E SUITE 100,Authorized to Open
TORONTO,HERB N BUD,1985 DAVENPORT RD,Authorized to Open
TORONTO,HERBCAN,41 RONCESVALLES AVE,Authorized to Open
TORONTO,Herbs Cannabis Inc ,2413 ST CLAIR AVE W,Authorized to Open
TORONTO,Hi Class ,527 EGLINTON AVE W,Authorized to Open
TORONTO,Hi Class Cannabis Store,518 EGLINTON AVE W,Authorized to Open
TORONTO,HIGH MILES INCORPORATED,1829 DAVENPORT RD UNIT 1B,Authorized to Open
TORONTO,High Park Cannabis Co.,3064 DUNDAS ST W,Authorized to Open
TORONTO,HIGH Q SOLUTIONS,1444 DUPONT ST BUILDING C UNIT 20,Authorized to Open
TORONTO,High Street Cannabis Retail,633 QUEEN ST W,Authorized to Open
TORONTO,HIMALAYA CANNABIS,871 DUNDAS ST W,Authorized to Open
TORONTO,HOT BUDS,25 KENSINGTON AVE,Authorized to Open
TORONTO,House of Bud,1294 QUEEN ST W,Authorized to Open
TORONTO,Ignite Cannabis Inc.,1044 BATHURST ST,Authorized to Open
TORONTO,Insalata,550 FRONT ST W UNIT 59,Authorized to Open
TORONTO,Insalata,1331 ST CLAIR AVE W,Authorized to Open
TORONTO,IPOT,141 QUEEN ST E,Authorized to Open
TORONTO,K’S POT SHOP,1342 QUEEN ST E,Authorized to Open
TORONTO,KINDLING CANNABIS,1567 DUNDAS ST W,Authorized to Open
TORONTO,Kiosk Cannabis,985 O'CONNOR DR,Authorized to Open
TORONTO,Kush Klub,556 COLLEGE ST,Authorized to Open
TORONTO,KUSH KLUB,488 QUEEN ST W,Authorized to Open
TORONTO,LAND ESCAPE,251 COXWELL AVE,Authorized to Open
TORONTO,Levicann,393 EGLINTON AVE E,Authorized to Open
TORONTO,LIGHT HOUSE CANNABIS,1506 DUNDAS ST W,Public Notice Period: Ended 2021/01/19
TORONTO,Little House Cannabis,307 WELLESLEY ST E,Authorized to Open
TORONTO,Lockstock. Cannabis,8 GLADSTONE AVE UNIT 1B,Authorized to Open
TORONTO,London Haze,458 KINGSTON RD,Authorized to Open
TORONTO,Ma Cannabis,234 WELLINGTON ST W,Authorized to Open
TORONTO,MANI'S TOKE,1164 QUEEN ST W,Authorized to Open
TORONTO,MEXICANNABIS,73 COXWELL AVE,Authorized to Open
TORONTO,Mind Flower Cannabis Co.,615 KING ST W,Authorized to Open
TORONTO,Mind Flower Cannabis Company,1220B KING ST W,Authorized to Open
TORONTO,Minerva Cannabis,1050 BATHURST ST,Authorized to Open
TORONTO,MISS JONES,170 FORT YORK BLVD UNIT 1 & 2,Authorized to Open
TORONTO,Miss Jones,315 KING ST W,Authorized to Open
TORONTO,Modern Day Cannabis,206 AUGUSTA AVE,Authorized to Open
TORONTO,Mota Toke,249 GREENWOOD AVE,Authorized to Open
TORONTO,Nomade Cannabis,1428 DUNDAS ST W,Authorized to Open
TORONTO,NORTHERN HELM CANNABIS,1338 DANFORTH AVE,Authorized to Open
TORONTO,Northern Helm Cannabis,514 KING ST E UNIT E,Authorized to Open
TORONTO,Olive Jar,554 ANNETTE ST,Authorized to Open
TORONTO,On High Inc.,806A ST CLAIR AVE W,Authorized to Open
TORONTO,ONE PLANT KENSINGTON MARKET,241 AUGUSTA AVE,Authorized to Open
TORONTO,Plug Canna6is,539 ST CLAIR AVE W,Authorized to Open
TORONTO,PLUG CANNA6IS,152 DUNDAS ST E,Authorized to Open
TORONTO,PLUG CANNA6IS,1719 BLOOR ST W,Authorized to Open
TORONTO,PLUG CANNA6IS,538 ST CLAIR AVE W,Authorized to Open
TORONTO,Pop's Cannabis Co. ,61 HANNA AVE UNIT 3,Authorized to Open
TORONTO,Pot Palace Cannabis Company,1908 GERRARD ST E UNIT B,Authorized to Open
TORONTO,Premium Cannabis ,2934 DANFORTH AVE,Authorized to Open
TORONTO,Puffs Haven,569 YONGE ST,Authorized to Open
TORONTO,Purple Circle Cannabis,21A CARLTON ST,Authorized to Open
TORONTO,Purple Tree Cannabis,337 RONCESVALLES AVE,Authorized to Open
TORONTO,REALCAN CANNABIS,831 RUNNYMEDE RD,Authorized to Open
TORONTO,Red Rock Cannabis Co.,6 CHURCH ST,Authorized to Open
TORONTO,Relm Cannabis,809 GERRARD ST E,Authorized to Open
TORONTO,Rosebud Cannabis,365 KING ST W BASEMENT,Authorized to Open
TORONTO,Runway Pot,697 MOUNT PLEASANT RD,Authorized to Open
TORONTO,Seoul Cannabis,22 BATHURST ST,Authorized to Open
TORONTO,SESSIONS CANNABIS - HUMBERLEA,"39 ABRAHAM WELSH RD, UNIT C-7",Authorized to Open
TORONTO,SESSIONS CANNABIS BLOOR,976A/978 BLOOR ST W,In Progress
TORONTO,SESSIONS ON THE BEACHES,964 KINGSTON RD,Authorized to Open
TORONTO,Seven Point Cannabis,2114 BLOOR ST W UNIT B,Authorized to Open
TORONTO,Shiny Bud,2625 WESTON RD UNIT C26-27,Authorized to Open
TORONTO,SHIVAA’S ROSE,457 SAINT CLARENS AVE,Authorized to Open
TORONTO,Smoke Lab Cannabis - King West,1234 KING ST W,Public Notice Period: Ended 2021/05/27
TORONTO,Smokey's,1881 QUEEN ST E,Authorized to Open
TORONTO,SOUL CANNABIS,112 DUNDAS ST W,Authorized to Open
TORONTO,SOUL REBEL CANNABIS CO.,1003 KINGSTON RD,Authorized to Open
TORONTO,SPIRITLEAF,2561 ST CLAIR AVE W UNIT B2,Authorized to Open
TORONTO,SPIRITLEAF,2389 BLOOR ST W,Authorized to Open
TORONTO,Spiritleaf 1698 Queen St W,1698 QUEEN ST W,Authorized to Open
TORONTO,Spiritleaf 238 Carlton Street,238 CARLTON ST,Authorized to Open
TORONTO,Spiritleaf Beaches,2116 QUEEN ST E UNIT J,Authorized to Open
TORONTO,Spiritleaf Little Italy,542 COLLEGE ST,Authorized to Open
TORONTO,STICKY NUGGZ FORT YORK,171 FORT YORK BLVD,Authorized to Open
TORONTO,Sticky Nuggz Queen East,521 QUEEN ST E,Authorized to Open
TORONTO,Superette,49 SPADINA AVE,Authorized to Open
TORONTO,Superette,994 DUNDAS ST W,Authorized to Open
TORONTO,Superette,206 DUPONT ST,Authorized to Open
TORONTO,Superette,3077 DUNDAS ST W,Public Notice Period: Ended 2021/10/07
TORONTO,Superette,2 OSSINGTON AVE UNIT 1,Public Notice Period: Ended 2021/07/02
TORONTO,Superette,83 PORTLAND ST,In Progress
TORONTO,THC CANADA,38 BLUE JAYS WAY UNIT 5,Public Notice Period: Ended 2023/02/02
TORONTO,The Bakery Cannabis,3060 DUNDAS ST W,Authorized to Open
TORONTO,The Burning Bush,"605 BLOOR ST W, SECOND LEVEL WEST",Authorized to Open
TORONTO,THE CURIOUS CANNABIS COMPANY,2140 DUNDAS ST W,Authorized to Open
TORONTO,THE GREEN CLOSET,439 PARLIAMENT ST,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co,1166 YONGE ST,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co,2173 YONGE ST,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co.,600 FLEET ST. UNIT 18,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co.,2591 YONGE ST,Authorized to Open
TORONTO,THE HUNNY POT CANNABIS CO.,2103 YONGE ST,Authorized to Open
TORONTO,THE HUNNY POT CANNABIS CO.,2903 DUNDAS ST W,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co.,202 QUEEN ST W,Authorized to Open
TORONTO,The Hunny Pot Cannabis Co.,145 SILVER REIGN DR,Public Notice Period: Ended 2023/11/16
TORONTO,The Kensary,80 KENSINGTON AVE,Authorized to Open
TORONTO,The Nug Co,1213 DUNDAS ST W,Authorized to Open
TORONTO,THE POT SPOT,959 DOVERCOURT RD,Authorized to Open
TORONTO,Thermodynamix Cannabis Inc.,178 DAVENPORT RD,Authorized to Open
TORONTO,THISEL,192 QUEEN'S QUAY EAST UNIT A5,Authorized to Open
TORONTO,TOKE CANNABIS,1332 BLOOR ST W,Authorized to Open
TORONTO,Tokyo Smoke,545 QUEEN ST W,Authorized to Open
TORONTO,Tokyo Smoke,979 BLOOR ST W,Authorized to Open
TORONTO,TOKYO SMOKE,2577 YONGE ST,Authorized to Open
TORONTO,Tokyo Smoke 1180 Queen Street W,1180 QUEEN ST W ,Authorized to Open
TORONTO,TOKYO SMOKE 1303 QUEEN ST E,1303 QUEEN ST E,Authorized to Open
TORONTO,Tokyo Smoke 333 Yonge,333 YONGE ST,Authorized to Open
TORONTO,Tokyo Smoke 450 Yonge,450 YONGE ST,Authorized to Open
TORONTO,Tokyo Smoke 570 Bloor St W,570 BLOOR ST W,Authorized to Open
TORONTO,TOKYO SMOKE 715 DANFORTH,715 DANFORTH AVE UNIT A,Authorized to Open
TORONTO,Tokyo Smoke Fairview,"1800 SHEPPARD AVE E, UNIT 2071",Authorized to Open
TORONTO,Tokyo Smoke The Well,486 FRONT ST W UNIT SF12,In Progress
TORONTO,Toronto Cannabis Authority,229 QUEEN ST W,Authorized to Open
TORONTO,TREES CANNABIS,"76 ST CLAIR AVE W, UNIT 101-102",Authorized to Open
TORONTO,TREES CANNABIS,"1735 KIPLING AVE, BLDG B, UNIT 17",Authorized to Open
TORONTO,TREES IN THE SIX ,14 SAINT ANDREW ST,Authorized to Open
TORONTO,TWO CATS CANNABIS CO.,1014 GERRARD ST E,Authorized to Open
TORONTO,Value Buds,1287 BLOOR ST W,Authorized to Open
TORONTO,Value Buds,728 QUEEN ST E,Authorized to Open
TORONTO,Value Buds,500 BLOOR ST W UNIT 1,Authorized to Open
TORONTO,Value Buds,2575 DANFORTH AVE UNIT 15,Authorized to Open
TORONTO,Value Buds,1042 KING ST W,Authorized to Open
TORONTO,Value Buds,251 KING ST E UNIT A1,Authorized to Open
TORONTO,Value Buds,535 QUEEN ST W,Authorized to Open
TORONTO,VERTIE,180 CARLTON ST,Authorized to Open
TORONTO,Weedjar,809 YONGE ST,Authorized to Open
TORONTO,Welcome Cannabis ,1227 DUNDAS ST W,Authorized to Open
TORONTO,White Rabbit Cannabis,666 MOUNT PLEASANT RD,Authorized to Open
TORONTO,WONDERLAND CANNABIS,1578 QUEEN ST E,Authorized to Open
TORONTO,Wonderland Cannabis,266 ADELAIDE ST W UNIT 2,Authorized to Open
TORONTO,WOW World of Weed,3412 WESTON ROAD,Authorized to Open
TORONTO,Wychwood Cannabis,673 ST CLAIR AVE W,Authorized to Open
TORONTO,YERBA BUENA CANNABIS,1111 COLLEGE ST,Authorized to Open
TORONTO ,CANACULTURE CANNABIS STORE,205 YONGE ST ,In Progress
TORONTO ,Stash & Co.,150 DUNDAS ST W.  UNIT 7 ,Authorized to Open
TORONTO ,Tokyo Smoke,94 CUMBERLAND ST UNIT 2 ,Authorized to Open
TORONTO ,Tokyo Smoke Eaton Centre ,220 YONGE ST. UNIT H009 ,Authorized to Open
TOTTENHAM,Hempire House,18 MILL ST W,Authorized to Open
TOTTENHAM,Pop's Cannabis Co.,133 QUEEN ST. S. UNIT A,Authorized to Open
TOTTENHAM,SESSIONS CANNABIS- TOTTENHAM,130 MILL ST E UNIT A6,Authorized to Open
TOTTENHAM,Smokey Daze Inc,60 QUEEN ST S,Authorized to Open
TOTTENHAM,T Cannabis - Tottenham,54 QUEEN ST S,Authorized to Open
TRENTON,CANNACO THE CANNABIS COMPANY,39 DUNDAS ST W,Authorized to Open
TRENTON,Island Smoke,220 DUNDAS ST E,Authorized to Open
TRENTON,Lucky Plus Cannabis,22530 LOYALIST PKY,In Progress
TRENTON,TRENTON CANNABIS,255 GLEN MILLER RD UNIT 4,Authorized to Open
TRENTON,True North Cannabis Co. ,82 DIVISION ST,Authorized to Open
TRENTON,Your Local Cannabis,266 DUNDAS ST E UNIT 102,Authorized to Open
TWEED,OLYMPIA CANNABIS TWEED (O/C TWEED),233 VICTORIA ST N UNIT 1,Authorized to Open
UXBRIDGE,Buzzed Buds,2 BROCK ST W UNITS 3 & 3A,Authorized to Open
UXBRIDGE,CANNABIS XPRESS,170 REACH ST UNIT 2,Authorized to Open
UXBRIDGE,Spark Cannabis ,24 TORONTO ST N,Authorized to Open
UXBRIDGE,The 4SSSt,2B WELWOOD DRIVE ,Authorized to Open
VAL CARON,CANNABIS JACKS,3020 OLD HWY 69 N UNIT 1,Authorized to Open
VAL CARON,Happy Life,3045 OLD HWY 69 N UNIT 2,Authorized to Open
VAL CARON,Happy Life,3045 OLD HWY 69 N UNIT 2,In Progress
VAL CARON,MISS JONES,3140 OLD HWY 69 N UNIT 25A,Authorized to Open
VANIER,HIGHTIES CANNABIS STORE,177-179 MONTREAL RD,Authorized to Open
VANIER,The Grove,381A MONTREAL RD,Authorized to Open
VANKLEEK HILL,Ingram & Sons Cannabis Co.,16 HIGH STREET,Authorized to Open
VERMILLION BAY,West End Cannabis VB,146 VERMILLION BAY ST.,Authorized to Open
VERNON ,Olympia Cannabis Vernon O/C Vernon,8717 BANK ST UNIT 1,Authorized to Open
WALKERTON,Discounted Cannabis,229 DURHAM ST E,Authorized to Open
WALLACEBURG,Haight - Ashbury,302 JAMES ST,Authorized to Open
WALLACEBURG,True North Cannabis Co.,740 JAMES ST,Authorized to Open
WARREN,Enroute Cannabis,9154 HWY 17,Authorized to Open
WASAGA BEACH,Cannabis Cove ,113 MAIN ST,Authorized to Open
WASAGA BEACH,CANNABIS XPRESS,930 RIVER RD W UNIT 1,Authorized to Open
WASAGA BEACH,GROOVY'S,676 RIVER RD E,Authorized to Open
WASAGA BEACH,Holland Daze,1288 MOSLEY ST UNIT 5,Authorized to Open
WASAGA BEACH,SESSIONS CANNABIS WASAGA BEACH,3 MARKET LANE UNIT 1,Authorized to Open
WASAGA BEACH,Star Buds Cannabis Co.,30 45TH ST S UNIT 6,Authorized to Open
WASAGA BEACH,Tokyo Smoke,1890 MOSLEY ST UNIT 2,Authorized to Open
WASAGA BEACH,Value Buds,1295 MOSLEY ST UNIT 5,Authorized to Open
WATERDOWN,Buds House,10 MALLARD TRAIL UNIT 6,Public Notice Period: Ended 2023/11/02
WATERDOWN,GRASS STATION,53 DUNDAS ST E SUITE 2,Authorized to Open
WATERDOWN,ROYAL LEAFS WATERDOWN,40 MAIN ST N,Authorized to Open
WATERDOWN,SPIRITLEAF 64 HAMILTON STREET NORTH,64 HAMILTON ST N UNIT 2A,Authorized to Open
WATERDOWN,Tokyo Smoke Waterdown,52-90 DUNDAS ST E UNIT C4.5,Authorized to Open
WATERFORD,Northern Leaf Cannabis Company,29 ALICE STREET,Authorized to Open
WATERLOO,BUDDIES CANNABIS,25 UNIVERSITY AVE E,Authorized to Open
WATERLOO,Canna Cabana,440 ERB ST W UNIT B2,Authorized to Open
WATERLOO,CANNA CABANA,32 KING ST S,Authorized to Open
WATERLOO,Chamba Cannabis Co,425 UNIVERSITY AVE E UNIT D,Authorized to Open
WATERLOO,Growers Retail,50 WESTMOUNT RD N,Authorized to Open
WATERLOO,Happy Leaf Cannabis ,308 LESTER ST UNIT 112,Authorized to Open
WATERLOO,Insalata,520 UNIVERSITY AVE W UNIT 103,Authorized to Open
WATERLOO,Kroniclez,62 BALSAM ST UNIT B104,Authorized to Open
WATERLOO,Phoenix Cannabis,288 ALBERT ST UNIT 101,Authorized to Open
WATERLOO,Phoenix Cannabis,170 UNIVERSITY AVE W SUITE 27,Authorized to Open
WATERLOO,Reserved Cannabis,646 ERB ST W UNIT 101,Authorized to Open
WATERLOO,Sessions Cannabis-Waterloo,573 KING ST N UNIT 2,Authorized to Open
WATERLOO,Sessions-Laurelwood,450 COLUMBIA ST W UNIT 6,Authorized to Open
WATERLOO,SWEET SEVEN CANNABIS CO.,71 KING ST N UNIT A,Authorized to Open
WATERLOO,The Cannabist Shop - Bridgeport W,10 BRIDGEPORT RD W,Public Notice Period: Ended 2021/10/04
WATERLOO,The Cannabist Shop - King N,71 KING ST N UNIT A,In Progress
WATERLOO,THE CANNABIST SHOP - WATERLOO,380 KING ST N UNIT 5,Public Notice Period: Ended 2020/06/03
WATERLOO,The Green Closet Waterloo,250 ALBERT ST SUITE 107,Public Notice Period: Ended 2021/06/18
WATERLOO,Tokyo Smoke,"655 ERB STREET WEST, UNIT 665-500",Authorized to Open
WATERLOO,Tokyo Smoke Cannabis,94 BRIDGEPORT RD E SUITE 135,Authorized to Open
WATERLOO,Uptown Herb,56 KING ST N. UNIT 3,Authorized to Open
WATERLOO,Value Buds,628 KING ST N UNIT A4,Authorized to Open
WATERLOO ,Session7,210-220 KING ST N UNIT G2,Authorized to Open
WATFORD,Cauldron Cannabis,5294 NAUVOO ROAD UNIT 101,Authorized to Open
WAUZHUSHK ONIGUM NATION,THE REEF STORE BY THE LAKE,201 MARINA ROAD,Authorized to Open
WAWA,T CANNABIS NW,152 MISSION RD,Authorized to Open
WELLAND,Garden City Cannabis Co,469 EAST MAIN ST,Authorized to Open
WELLAND,Garden City Cannabis Co,623 NIAGARA ST,Authorized to Open
WELLAND,INSALATA (UNITS 1 & 2),905 NIAGARA ST UNIT 2,Authorized to Open
WELLAND,Inspired Cannabis Co,825 ONTARIO RD UNIT 125,Authorized to Open
WELLAND,Miss Jones,300 LINCOLN ST UNIT 13,Authorized to Open
WELLAND,Paradise Cannabis,37 NIAGARA ST,Authorized to Open
WELLAND,Sessions Cannabis Retail,200 FITCH ST UNIT 12A,Authorized to Open
WELLAND,Toke Cannabis,589 SOUTH PELHAM RD UNIT 150,Authorized to Open
WELLAND,True North Cannabis Co.,16 STEEL ST,Authorized to Open
WELLAND ,High Society,188 MAPLE AVE ,Public Notice Period: Ended 2022/06/10
WELLINGTON,The Community Store,186 MAIN STREET UNIT 3,Authorized to Open
WEST LORNE,Weed B Blaz'n,225 GRAHAM ST,In Progress
WEST LORNE,West Lorne Leaf,234 GRAHAM ROAD,Public Notice Period: Ended 2023/10/27
WESTPORT,Olympia Cannabis Westport  (OC Westport),17 CHURCH STREET UNIT 1,Authorized to Open
WHEATLEY,The Higher Cannabis Company,12 TALBOT RD W,Authorized to Open
WHITCHURCH-STOUFFVILLE,Gormley Cannabis,12275 WOODBINE AVE.,Authorized to Open
WIARTON,Cannabis Grey Bruce,600 BERFORD ST,Authorized to Open
WIARTON,The Hippies Next Door,"583 BERFORD STREET, UNIT 5",Authorized to Open
WINCHESTER,BlueBird Cannabis Co - Winchester,507 ST LAWRENCE ST LOWER LEVEL,Authorized to Open
WINDSOR,BOONDOM,4782 WYANDOTTE ST E,In Progress
WINDSOR,Canna Cabana,6711 TECUMSEH RD E UNIT 8A,Authorized to Open
WINDSOR,Canna Cabana,"4140-4150 WALKER ROAD, UNIT 200-102",Authorized to Open
WINDSOR,CannaSavvy Cannabis Co.,233 WYANDOTTE ST E,Authorized to Open
WINDSOR,Cannasavvy Cannabis Co.,3395 HOWARD AVE UNIT 4,Authorized to Open
WINDSOR,CLOUD 29,300 CABANA RD E SUITE 2,Authorized to Open
WINDSOR,Discounted Cannabis,2783 HOWARD AVE,Authorized to Open
WINDSOR,Discounted Cannabis,1332 WYANDOTTE ST E,Authorized to Open
WINDSOR,Discounted Cannabis,4450 WALKER RD,Authorized to Open
WINDSOR,Discounted Cannabis,2007 WYANDOTTE ST W,Authorized to Open
WINDSOR,Discounted Cannabis,5929 WYANDOTTE ST E,Authorized to Open
WINDSOR,Discounted Cannabis,1115 OUELLETTE AVE SUITE 1103,Authorized to Open
WINDSOR,Discounted Cannabis,3218 SANDWICH ST,In Progress
WINDSOR,Endless Heights Cannabis Shop,5540 WYANDOTTE ST E,Authorized to Open
WINDSOR,Endless Heights Cannabis Store West,1747 UNIVERSITY AVE W,Authorized to Open
WINDSOR,FIKA LOCAL CANNABIS,3222A DOUGALL AVE,Authorized to Open
WINDSOR,GRASS ROOTS,398 UNIVERSITY AVE W,Authorized to Open
WINDSOR,Grass Roots,5124 TECUMSEH RD E UNIT 1,Public Notice Period: Ended 2023/10/05
WINDSOR,Greenlight District,125 TECUMSEH RD W,Authorized to Open
WINDSOR,Greentown Cannabis Discount Hut,1519 DROUILLARD RD,Authorized to Open
WINDSOR,Greentown Cannabis Discount Hut,3580 TECUMSEH RD E UNIT 4,Authorized to Open
WINDSOR,Greentown Ontario,74 CHATHAM ST W,Authorized to Open
WINDSOR,Haight - Ashbury,3156 SANDWICH ST,Authorized to Open
WINDSOR,Harvest Bud Cannabis,2155 WYANDOTTE ST W SUITE B,Authorized to Open
WINDSOR,HOUSE OF GRASS,611 TECUMSEH RD E,Authorized to Open
